1635;293;2099;390
1344;262;1550;434
2492;436;2736;504
2070;514;2340;578
1710;953;2811;1025
223;950;529;1010
552;1019;1108;1131
1708;1034;2809;1217
757;857;1025;913
1277;851;1534;916
2405;3168;2807;3250
2309;3313;2742;3388
2312;3395;2612;3464
